neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,desc_word_count,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price
Downtown/Civic Center,37.78959571670164,-122.41093162497124,Entire home/apt,2,0,0.0,t,0,285,52,68,0.5,0.5,0.5,5.313205979041787
Haight Ashbury,37.76979,-122.43725,Entire home/apt,2,0,0.0,f,0,333,25,2,0.5,0.5,0.5,4.553876891600541
Russian Hill,37.79752,-122.42233,Entire home/apt,5,91,4.81,f,0,108,65,84,0.6,0.2,0.6,5.521460917862246
Mission,37.75808,-122.42114,Entire home/apt,2,37,4.76,f,0,335,45,52,0.5,0.5,0.5,5.384495062789089
Western Addition,37.76969,-122.42818,Entire home/apt,1,4,5.0,f,0,150,42,71,0.0,1.0,1.0,4.8283137373023015
Haight Ashbury,37.76992120173736,-122.44549379410874,Shared room,2,6,4.83,t,14,56,15,83,0.0,0.5,0.5,4.07753744390572
North Beach,37.80112652606204,-122.41058333133488,Private room,2,6,4.83,f,0,88,21,66,0.5,0.5,0.5,3.828641396489095
North Beach,37.80462,-122.40615,Entire home/apt,2,3,5.0,f,0,240,50,71,0.5,0.5,0.5,5.241747015059643
Outer Mission,37.72916,-122.44822,Entire home/apt,4,3,4.67,f,9,162,55,66,0.5,0.25,0.75,5.537334267018537
Outer Sunset,37.756859807437166,-122.4928530516987,Entire home/apt,5,192,4.92,t,1,283,45,67,0.4,0.2,0.4,5.356586274672012
Mission,37.7503,-122.40885,Entire home/apt,3,7,5.0,f,4,13,7,88,0.0,0.3333333333333333,0.0,4.6443908991413725
Western Addition,37.77327,-122.43686,Private room,2,78,4.68,t,20,346,8,56,0.0,0.5,0.5,5.5254529391317835
Visitacion Valley,37.71783,-122.40852,Entire home/apt,4,134,4.86,t,5,127,55,75,0.25,0.5,0.5,5.117993812416755
Western Addition,37.78809,-122.43647,Entire home/apt,2,0,0.0,f,0,303,54,0,0.5,0.5,0.5,5.075173815233827
Western Addition,37.78582327822178,-122.4240382986853,Private room,2,18,4.83,t,1,274,42,77,0.5,0.5,0.5,4.990432586778736
Inner Richmond,37.77703,-122.47067,Entire home/apt,9,6,4.5,f,0,255,46,73,0.2222222222222222,0.1111111111111111,0.8888888888888888,5.262690188904886
Nob Hill,37.7893,-122.42078,Private room,2,0,0.0,f,30,365,18,69,0.5,0.5,0.5,5.572154032177765
South of Market,37.78261,-122.39561,Private room,2,152,4.95,t,12,304,49,80,0.5,0.5,0.5,4.983606621708336
Inner Sunset,37.7540052,-122.4756543,Entire home/apt,5,20,4.8,f,21,337,35,82,0.4,0.2,0.8,5.393627546352362
Financial District,37.79303350039727,-122.4032105249624,Shared room,6,10,4.8,t,28,269,26,45,0.16666666666666666,0.16666666666666666,1.0,4.343805421853684
Western Addition,37.7757,-122.4275,Entire home/apt,4,18,4.67,f,0,274,25,67,0.5,0.25,0.5,5.093750200806762
Pacific Heights,37.78897,-122.43376,Entire home/apt,4,506,4.86,t,11,186,51,76,0.25,0.25,0.5,5.438079308923196
Excelsior,37.73146,-122.41371,Entire home/apt,2,0,0.0,f,29,364,42,32,1.0,1.0,1.0,5.476463551931511
Haight Ashbury,37.7691781,-122.4443989,Entire home/apt,2,6,5.0,f,2,239,37,71,0.5,0.5,0.5,4.77912349311153
Western Addition,37.7879,-122.43821,Entire home/apt,5,18,5.0,f,0,152,45,58,0.6,0.4,0.6,6.551080335043404
Noe Valley,37.75037,-122.43164,Entire home/apt,6,41,4.88,t,12,62,41,75,0.5,0.4166666666666667,0.5,6.267200548541362
South of Market,37.775761,-122.406944,Entire home/apt,2,26,4.96,t,13,316,33,67,0.5,0.5,0.5,4.897839799950911
Marina,37.80101,-122.4325,Private room,1,10,4.5,t,5,280,19,77,1.0,1.0,1.0,4.276666119016055
Downtown/Civic Center,37.78823,-122.40944,Entire home/apt,3,4,5.0,t,0,6,21,81,0.0,0.3333333333333333,0.6666666666666666,5.298317366548036
Outer Sunset,37.76337,-122.50549,Entire home/apt,4,86,4.53,f,15,342,22,37,0.5,0.25,0.75,4.605170185988092
South of Market,37.78772,-122.38936,Entire home/apt,2,14,4.57,f,4,335,46,89,0.5,0.5,0.5,5.225746673713202
Bayview,37.7316,-122.38963,Entire home/apt,4,29,4.76,t,9,313,44,69,0.25,0.25,0.5,5.0238805208462765
Outer Richmond,37.7784707,-122.4858803,Entire home/apt,12,57,4.93,t,11,298,69,87,0.25,0.20833333333333334,0.3333333333333333,6.5337888379333435
Noe Valley,37.75156,-122.43776,Entire home/apt,2,92,4.64,f,30,270,34,47,1.0,0.5,0.5,5.14166355650266
Inner Sunset,37.76514,-122.46098,Private room,1,26,5.0,t,1,59,45,40,1.0,1.0,1.0,4.955827057601261
Western Addition,37.78311,-122.44043,Private room,1,18,4.94,t,0,143,24,69,0.0,0.0,1.0,4.430816798843313
Mission,37.75314331054688,-122.41404724121094,Entire home/apt,2,10,5.0,t,1,251,62,75,0.5,0.5,1.0,4.553876891600541
Inner Sunset,37.75495,-122.45631,Entire home/apt,5,126,4.96,t,15,36,52,89,0.4,0.2,0.4,5.627621113690637
Downtown/Civic Center,37.78878,-122.41064,Private room,4,48,4.85,t,4,4,34,79,0.0,0.25,0.5,5.407171771460119
Mission,37.75813,-122.40626,Entire home/apt,3,0,0.0,t,1,58,61,82,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.204006687076795
Outer Mission,37.73411,-122.44805,Private room,1,24,4.83,f,28,363,53,35,1.0,1.0,1.0,4.174387269895637
Downtown/Civic Center,37.7842,-122.41518,Entire home/apt,2,9,4.67,f,14,254,24,60,0.0,0.5,0.5,4.356708826689592
Downtown/Civic Center,37.78924,-122.40974,Private room,2,82,4.85,t,24,99,23,74,0.5,0.5,0.5,5.25227342804663
Marina,37.79781,-122.42706,Entire home/apt,4,50,4.92,t,0,44,32,161,0.5,0.375,0.5,5.886104031450156
Mission,37.75229,-122.41338,Private room,2,21,4.9,t,1,191,41,67,0.5,0.5,0.5,4.394449154672439
Haight Ashbury,37.7708767,-122.4412783,Entire home/apt,8,140,4.98,t,8,256,54,81,0.375,0.25,0.375,6.257667587882639
Outer Richmond,37.77315,-122.50656,Private room,2,136,4.8,t,11,61,30,39,0.5,0.5,0.5,4.356708826689592
Downtown/Civic Center,37.78506,-122.41398,Private room,2,63,4.65,f,22,256,18,66,0.5,0.25,0.5,4.330733340286331
Russian Hill,37.80445,-122.42249,Entire home/apt,6,110,4.92,f,29,364,57,82,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.985641817639208
Western Addition,37.7803,-122.43326,Private room,2,0,0.0,f,6,289,14,67,0.5,0.5,0.5,5.886104031450156
Western Addition,37.78,-122.43868,Private room,1,4,5.0,f,1,336,34,53,1.0,1.0,1.0,3.912023005428146
Marina,37.799909697478775,-122.4401930845154,Private room,2,65,4.15,f,24,345,26,78,0.5,0.5,0.5,4.77912349311153
South of Market,37.7874798,-122.3905769,Entire home/apt,2,2,5.0,f,0,107,19,70,0.5,0.5,0.5,4.867534450455582
Financial District,37.7937,-122.40417,Shared room,8,583,4.73,t,30,271,23,27,0.125,0.125,1.0,3.9512437185814275
Western Addition,37.77257,-122.42509,Private room,2,285,4.91,t,8,254,42,59,0.5,0.5,1.0,4.8283137373023015
Western Addition,37.78593541197176,-122.42409998838514,Private room,1,6,5.0,t,1,336,30,55,1.0,1.0,1.0,4.672828834461906
Excelsior,37.7301815,-122.4138755,Private room,2,38,4.71,t,7,143,35,6,0.5,0.5,0.5,3.912023005428146
Outer Sunset,37.75098,-122.48713,Entire home/apt,2,8,4.63,f,0,334,43,26,0.5,0.5,0.5,4.709530201312334
Inner Richmond,37.78584,-122.4661,Entire home/apt,4,4,5.0,t,14,303,48,81,0.5,0.375,0.5,5.8916442118257715
Outer Mission,37.7332353,-122.4393145,Entire home/apt,4,72,4.89,t,12,333,60,75,0.5,0.5,0.5,4.941642422609304
Castro/Upper Market,37.75972360376056,-122.43605785218185,Entire home/apt,2,2,5.0,t,0,299,6,79,0.5,0.5,0.5,4.969813299576001
Marina,37.80466743067501,-122.43490988118477,Entire home/apt,2,149,4.97,t,5,134,47,54,0.5,0.5,0.5,5.730099782973574
South of Market,37.77587,-122.4088,Private room,2,194,4.95,t,13,152,59,77,0.5,0.5,0.5,4.770684624465665
Bernal Heights,37.73337,-122.43138,Entire home/apt,1,16,4.69,f,0,327,29,81,1.0,1.5,1.0,4.553876891600541
Twin Peaks,37.7544,-122.45452,Entire home/apt,2,236,4.93,t,0,0,24,62,0.0,0.5,0.5,4.919980925828125
Mission,37.75232,-122.41382,Private room,2,0,0.0,f,1,83,31,53,0.5,0.5,0.5,4.890349128221754
Downtown/Civic Center,37.78882,-122.41161,Entire home/apt,4,35,5.0,t,5,31,22,60,0.0,0.25,0.25,4.9344739331306915
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,0,0.0,f,30,365,35,73,0.5,0.5,0.5,5.572154032177765
Castro/Upper Market,37.76173,-122.43604,Private room,2,130,4.91,t,10,335,30,0,0.5,0.5,0.5,4.605170185988092
Western Addition,37.77567,-122.42525,Private room,3,179,4.9,t,4,212,36,82,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.787491742782046
Nob Hill,37.79132,-122.40963,Entire home/apt,2,4,5.0,t,1,336,59,36,0.5,0.5,0.5,5.739792912179234
Outer Richmond,37.77281316824497,-122.48654812574388,Entire home/apt,3,120,4.93,t,8,118,39,60,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.709530201312334
Nob Hill,37.78872676772384,-122.42061863029782,Entire home/apt,2,11,5.0,t,7,87,62,66,0.5,0.5,0.5,5.71042701737487
Twin Peaks,37.75047,-122.44475,Entire home/apt,2,407,4.81,t,12,338,41,75,0.0,0.5,0.5,4.820281565605037
Outer Mission,37.73234,-122.44256,Private room,2,459,4.9,t,9,334,64,88,0.5,0.5,1.0,4.77912349311153
Outer Richmond,37.7784,-122.48511,Entire home/apt,5,25,4.88,t,10,345,33,85,0.4,0.2,0.6,5.808142489980444
Mission,37.75685,-122.42087,Private room,2,308,4.91,t,13,36,19,27,0.5,0.5,0.5,4.564348191467836
Financial District,37.79039,-122.40672,Hotel room,2,16,4.13,f,26,349,18,67,0.5,0.5,0.5,4.976733742420574
South of Market,37.78117,-122.39533,Entire home/apt,2,64,4.8,t,10,229,17,89,0.5,0.5,0.5,4.787491742782046
West of Twin Peaks,37.73222,-122.46171,Private room,4,295,4.88,t,26,165,54,78,0.5,0.25,0.75,4.990432586778736
Outer Sunset,37.75939,-122.50664,Private room,2,296,4.97,t,2,193,36,35,0.5,0.5,0.5,4.700480365792417
Mission,37.77025,-122.42193,Entire home/apt,2,46,4.3,f,5,229,24,53,0.5,0.5,0.5,4.7535901911063645
Outer Richmond,37.77879,-122.50102,Entire home/apt,10,56,4.77,t,0,334,68,73,0.5,0.35,0.8,5.860786223465865
Outer Richmond,37.77825,-122.48464,Entire home/apt,6,2,5.0,f,3,338,18,77,0.3333333333333333,0.16666666666666666,0.6666666666666666,4.867534450455582
Mission,37.7487,-122.4152,Private room,1,23,5.0,f,0,15,40,72,1.0,1.0,1.0,4.2626798770413155
North Beach,37.80561860282386,-122.41207548663684,Entire home/apt,6,5,4.8,t,6,294,47,83,0.5,0.16666666666666666,0.6666666666666666,5.805134968916488
Castro/Upper Market,37.76088425143471,-122.42677216037734,Entire home/apt,5,4,5.0,f,1,1,11,32,0.4,0.3,0.4,5.393627546352362
North Beach,37.805077,-122.4119729,Entire home/apt,12,1,4.0,f,27,267,54,73,0.4166666666666667,0.25,0.75,6.408528791059498
Nob Hill,37.7914648,-122.4110011,Entire home/apt,4,21,4.9,f,12,262,49,75,0.5,0.25,0.5,5.8289456176102075
Parkside,37.74374,-122.47556,Private room,2,0,0.0,t,0,148,44,31,0.5,0.75,0.5,3.912023005428146
Mission,37.76308172800447,-122.42428781780428,Entire home/apt,2,2,5.0,f,0,297,37,60,0.5,0.5,0.5,4.605170185988092
Bernal Heights,37.74666,-122.4233,Private room,2,40,4.78,t,7,237,61,75,0.5,0.75,0.5,4.564348191467836
Haight Ashbury,37.76629,-122.4527,Entire home/apt,7,0,0.0,t,0,252,51,75,0.42857142857142855,0.14285714285714285,0.5714285714285714,5.616771097666572
South of Market,37.78165,-122.39918,Entire home/apt,2,0,0.0,f,21,121,21,66,0.0,0.5,0.5,4.700480365792417
Financial District,37.7882187,-122.4030532,Entire home/apt,6,1,5.0,f,2,290,45,68,0.3333333333333333,0.3333333333333333,0.5,6.983789965258135
South of Market,37.781364094775455,-122.3990772116394,Entire home/apt,2,14,5.0,t,12,318,46,75,0.0,0.5,0.5,4.709530201312334
Bernal Heights,37.73964,-122.41522,Entire home/apt,1,125,4.74,t,29,186,50,70,1.0,1.0,2.0,4.718498871295094
Financial District,37.78939,-122.40611,Private room,2,74,4.43,f,30,212,12,56,0.5,0.0,0.5,4.574710978503383
Inner Richmond,37.78567544383781,-122.47422170631648,Private room,2,1,5.0,t,24,359,33,87,0.5,1.25,0.5,4.718498871295094
South of Market,37.7738,-122.38964,Entire home/apt,2,0,0.0,f,28,363,49,78,0.5,0.5,0.5,7.155396301896734
Crocker Amazon,37.71469,-122.44124,Private room,3,28,4.82,t,8,343,27,38,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.356708826689592
Downtown/Civic Center,37.78661,-122.4142,Private room,1,95,4.62,t,18,347,15,34,1.0,1.0,1.0,4.248495242049359
Haight Ashbury,37.77255,-122.44985,Private room,2,680,4.72,t,24,357,24,24,0.5,1.0,0.5,4.5217885770490405
Downtown/Civic Center,37.78425632875975,-122.408212849108,Entire home/apt,2,0,0.0,f,28,363,46,81,0.5,0.5,0.5,5.945420608606575
Nob Hill,37.79523,-122.41202,Private room,2,4,4.75,t,0,255,33,34,0.5,0.5,0.5,4.430816798843313
Outer Sunset,37.75632,-122.49987,Entire home/apt,3,180,4.94,t,21,252,45,80,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.564520407322694
West of Twin Peaks,37.72775,-122.46422,Entire home/apt,4,72,4.9,t,0,145,68,73,0.75,0.375,0.75,6.163314804034641
Western Addition,37.77558,-122.42929,Entire home/apt,6,14,4.93,f,0,28,25,71,0.6666666666666666,0.3333333333333333,0.6666666666666666,5.7899601708972535
South of Market,37.77766,-122.4143,Hotel room,4,0,0.0,f,26,348,23,44,0.25,0.25,0.0,5.267858159063328
Outer Sunset,37.75919094452145,-122.48274305273785,Private room,2,3,5.0,t,29,269,30,73,0.5,0.75,0.5,4.04305126783455
Pacific Heights,37.79242,-122.42456,Private room,2,25,4.56,t,10,312,29,71,0.5,0.5,0.5,4.454347296253507
Chinatown,37.7905509,-122.4069285,Private room,4,4,4.25,f,28,208,27,61,0.25,0.25,0.5,5.056245805348308
Bernal Heights,37.74448,-122.41699,Entire home/apt,4,399,4.89,t,13,25,51,72,0.5,0.25,0.5,5.356586274672012
Inner Sunset,37.76468,-122.45281,Entire home/apt,4,1,5.0,t,23,358,57,65,0.5,0.5,0.5,6.455198563340122
Downtown/Civic Center,37.77907,-122.42324,Entire home/apt,2,50,5.0,t,2,2,14,85,0.5,0.5,0.5,4.867534450455582
Noe Valley,37.74329,-122.42444,Entire home/apt,3,14,4.93,f,0,164,45,59,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.605170185988092
Outer Sunset,37.76196,-122.50774,Entire home/apt,6,5,5.0,f,0,294,35,85,0.5,0.3333333333333333,0.6666666666666666,4.969813299576001
Outer Mission,37.72991,-122.44753,Entire home/apt,2,197,4.83,f,9,292,39,55,0.5,0.5,0.5,4.204692619390966
Seacliff,37.77832957191736,-122.5093311244604,Entire home/apt,4,31,4.9,f,23,355,48,84,0.5,0.25,0.5,5.552959584921617
Nob Hill,37.79072,-122.40991,Entire home/apt,2,0,0.0,f,0,88,20,11,0.0,0.5,0.5,5.564520407322694
Haight Ashbury,37.77366,-122.45128,Private room,2,23,5.0,f,0,123,52,75,0.5,0.5,0.5,4.804021044733257
Mission,37.76105,-122.41674,Private room,2,0,0.0,t,0,30,53,77,0.5,0.5,0.5,4.8283137373023015
Financial District,37.7917955,-122.3923567,Private room,1,0,0.0,f,30,90,12,24,0.0,0.5,1.0,4.564348191467836
Western Addition,37.78903,-122.42944,Entire home/apt,2,0,0.0,f,0,92,28,77,1.0,0.5,1.0,4.948759890378168
Castro/Upper Market,37.75908,-122.43516,Entire home/apt,8,11,4.91,t,3,321,57,67,0.5,0.25,0.5,6.988413181999592
Nob Hill,37.79013,-122.4208,Private room,2,9,4.78,f,4,335,7,38,0.5,0.5,0.5,4.477336814478207
Outer Richmond,37.77956,-122.49946,Entire home/apt,2,459,4.87,t,7,225,43,87,0.5,0.5,0.5,4.624972813284271
North Beach,37.80433,-122.41149,Entire home/apt,4,19,4.84,f,0,216,25,77,0.5,0.25,0.5,6.437751649736401
Inner Sunset,37.76379,-122.46172,Entire home/apt,2,44,4.95,t,29,182,68,74,0.5,0.5,0.5,5.198497031265826
Potrero Hill,37.76073,-122.39041,Entire home/apt,2,26,4.85,t,2,180,42,38,0.5,0.75,0.5,4.969813299576001
Outer Sunset,37.76308055337613,-122.48965072165548,Private room,1,2,5.0,f,17,352,42,9,1.0,1.0,1.0,3.9889840465642745
Downtown/Civic Center,37.7884146,-122.4215935,Private room,2,1,5.0,f,30,365,34,46,0.5,0.5,0.5,5.572154032177765
Castro/Upper Market,37.75651,-122.42785,Entire home/apt,6,39,4.85,f,16,335,11,33,0.5,0.5833333333333334,0.5,6.762729506931879
Excelsior,37.72684,-122.41027,Entire home/apt,7,0,0.0,f,23,173,16,6,0.5714285714285714,0.42857142857142855,0.42857142857142855,5.147494476813453
Bernal Heights,37.74627,-122.41726,Entire home/apt,2,7,5.0,f,0,251,56,85,0.5,0.5,0.5,5.6937321388027
Castro/Upper Market,37.758892,-122.437469,Entire home/apt,6,113,4.88,t,6,46,53,80,0.3333333333333333,0.16666666666666666,0.3333333333333333,5.318119993844216
Noe Valley,37.75317803724099,-122.42668904271292,Entire home/apt,2,53,4.74,f,10,240,31,66,0.5,0.5,0.5,4.852030263919617
Mission,37.75325252236132,-122.41797163005567,Entire home/apt,12,2,5.0,f,0,187,47,74,0.5833333333333334,0.25,0.6666666666666666,6.095824562432225
Downtown/Civic Center,37.78828,-122.4092,Entire home/apt,4,9,4.78,f,30,357,24,84,0.0,0.25,0.5,5.700443573390687
Crocker Amazon,37.71227,-122.43735,Private room,4,81,4.95,t,12,136,39,58,0.5,0.5,0.5,4.867534450455582
Bernal Heights,37.743557,-122.409401,Private room,4,334,4.91,t,12,304,74,87,0.25,0.25,0.75,5.4680601411351315
Parkside,37.74001,-122.49544,Entire home/apt,4,185,4.79,f,19,79,27,53,0.5,0.25,0.5,5.10594547390058
Downtown/Civic Center,37.777238061529815,-122.41764636606682,Private room,2,0,0.0,f,0,146,14,70,0.5,1.0,0.5,3.912023005428146
Castro/Upper Market,37.76342,-122.4327,Private room,2,448,4.84,t,6,304,28,164,0.5,0.5,0.5,4.74493212836325
South of Market,37.78676795130513,-122.39293304333164,Entire home/apt,3,6,5.0,f,15,107,49,42,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.354370040797351
Mission,37.75559,-122.4084,Entire home/apt,4,20,4.9,f,22,295,50,68,0.5,0.25,0.5,5.187385805840755
Financial District,37.78931,-122.40588,Private room,2,315,4.35,f,11,222,14,84,0.5,0.5,0.5,4.382026634673881
Outer Sunset,37.74798,-122.50688,Entire home/apt,2,236,4.97,t,1,27,38,79,0.5,0.5,0.5,4.454347296253507
Western Addition,37.78562422411069,-122.42948687743184,Entire home/apt,5,3,4.33,f,0,176,53,72,0.8,0.6,0.8,6.51471269087253
Lakeshore,37.72992,-122.4892,Private room,1,47,4.64,f,30,365,41,78,1.0,1.0,1.0,3.9889840465642745
Downtown/Civic Center,37.7774,-122.42003,Entire home/apt,2,14,4.71,f,0,243,36,35,0.5,0.5,0.5,5.1647859739235145
Western Addition,37.76975,-122.4309,Private room,2,97,4.96,t,12,340,48,71,0.5,0.5,0.5,4.477336814478207
Visitacion Valley,37.71069,-122.41253,Entire home/apt,7,186,4.8,t,6,250,44,78,0.42857142857142855,0.14285714285714285,0.5714285714285714,4.882801922586371
Western Addition,37.77335,-122.43632,Entire home/apt,2,0,0.0,f,30,365,48,78,0.5,0.5,0.5,5.1647859739235145
Marina,37.80225985640598,-122.44483367648368,Entire home/apt,2,1,5.0,t,9,282,47,36,0.5,0.5,0.5,5.8289456176102075
Mission,37.76685,-122.41803,Private room,1,12,5.0,t,0,209,42,80,1.0,1.5,1.0,4.0943445622221
Bayview,37.73577,-122.38841,Entire home/apt,2,15,4.93,t,16,238,53,88,0.5,0.5,0.5,4.74493212836325
Western Addition,37.77617589654695,-122.43614255421149,Entire home/apt,4,4,5.0,f,4,105,53,21,0.5,0.5,0.75,5.703782474656201
Castro/Upper Market,37.76074,-122.42878,Entire home/apt,4,48,4.94,f,0,59,63,82,0.5,0.25,0.5,5.697093486505405
Western Addition,37.77368628146201,-122.4290060529302,Private room,2,0,0.0,f,0,243,52,65,0.5,0.5,0.5,4.290459441148391
Castro/Upper Market,37.7588337,-122.431693,Entire home/apt,8,69,4.99,t,7,209,65,84,0.375,0.25,0.75,5.8916442118257715
Inner Sunset,37.76271,-122.45419,Entire home/apt,2,150,4.89,t,0,209,29,44,0.5,0.5,0.5,4.700480365792417
Mission,37.75656265250052,-122.41554691288752,Entire home/apt,4,7,5.0,f,17,328,48,63,0.75,0.375,0.75,6.395261598115449
Financial District,37.78975,-122.40695,Private room,2,23,4.61,f,30,212,16,69,0.5,0.5,0.5,4.5217885770490405
Outer Richmond,37.77402,-122.503,Entire home/apt,8,10,4.9,t,20,232,49,87,0.375,0.25,0.25,5.8522024797744745
South of Market,37.7767618436674,-122.41708378641007,Entire home/apt,2,2,5.0,t,1,159,65,35,0.0,0.5,0.5,5.081404364984463
Haight Ashbury,37.77066,-122.44485,Entire home/apt,5,2,5.0,f,24,264,12,85,0.8,0.2,1.2,6.040254711277414
Downtown/Civic Center,37.788475165564336,-122.41950624773784,Entire home/apt,4,41,4.9,f,0,228,84,66,0.5,0.5,0.5,5.726847747587197
Potrero Hill,37.75512313842773,-122.3990478515625,Entire home/apt,5,41,4.44,f,7,266,58,14,0.6,0.4,0.8,5.459585514144159
Haight Ashbury,37.76648,-122.44576,Entire home/apt,3,344,4.99,t,0,0,45,77,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.181783550292085
Haight Ashbury,37.77229,-122.44747,Entire home/apt,2,639,4.97,t,3,297,48,42,0.0,0.5,0.5,4.962844630259907
Castro/Upper Market,37.76332404809354,-122.42975234757228,Entire home/apt,2,20,4.95,t,6,102,53,67,0.5,0.75,1.0,5.420534999272286
Visitacion Valley,37.71939,-122.40341,Entire home/apt,3,3,5.0,t,23,358,43,6,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.762173934797756
North Beach,37.7993368,-122.4050027,Entire home/apt,4,29,4.76,t,1,8,68,73,0.5,0.5,0.5,6.519147287940395
Castro/Upper Market,37.7673,-122.44015,Entire home/apt,2,130,4.92,t,6,309,22,46,0.5,0.5,0.5,5.231108616854587
Downtown/Civic Center,37.78993,-122.40807,Entire home/apt,2,17,4.82,t,0,4,22,51,0.0,0.5,0.5,4.605170185988092
Crocker Amazon,37.7134904,-122.441104,Private room,1,7,4.29,f,30,231,29,65,1.0,2.0,1.0,3.9512437185814275
Excelsior,37.7149453,-122.435884,Entire home/apt,4,41,4.85,f,10,199,41,80,0.5,0.5,0.75,4.976733742420574
South of Market,37.775628576221465,-122.41131865505189,Private room,1,0,0.0,f,3,338,11,72,0.0,2.0,2.0,3.784189633918261
Outer Richmond,37.7746,-122.492,Entire home/apt,2,24,5.0,f,0,108,56,71,0.5,0.5,1.0,4.969813299576001
Western Addition,37.7737,-122.42865,Private room,2,378,4.87,t,2,141,52,81,0.5,1.5,0.5,4.454347296253507
Mission,37.75394,-122.42226,Private room,2,249,4.99,t,3,33,41,43,0.5,0.5,0.5,4.875197323201151
Noe Valley,37.75213,-122.43693,Entire home/apt,2,97,4.89,f,0,82,40,23,0.5,0.5,0.5,4.90527477843843
Glen Park,37.73864,-122.42966,Entire home/apt,2,12,4.67,f,0,309,46,79,0.5,0.5,0.5,5.4638318050256105
Haight Ashbury,37.76646,-122.44425,Entire home/apt,2,480,4.72,t,17,338,29,49,0.5,0.5,0.5,4.812184355372417
Outer Mission,37.71446,-122.44789,Entire home/apt,2,6,5.0,t,0,321,53,82,0.5,0.5,0.5,4.700480365792417
Mission,37.75135867036632,-122.42440996318574,Entire home/apt,2,78,4.94,t,5,127,40,72,0.5,0.5,0.5,4.59511985013459
Downtown/Civic Center,37.78655534460459,-122.40899857706628,Private room,2,0,0.0,f,23,318,22,69,0.5,0.5,0.5,4.736198448394496
Financial District,37.78699,-122.40212,Entire home/apt,3,0,0.0,f,5,340,40,70,0.0,0.3333333333333333,0.6666666666666666,5.293304824724492
Mission,37.7694,-122.42212,Entire home/apt,2,4,5.0,f,0,121,57,60,0.5,0.5,0.5,5.41610040220442
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,0,0.0,t,19,337,50,69,0.25,0.25,0.5,5.652489180268651
Mission,37.75642,-122.41032,Entire home/apt,2,12,4.17,f,19,322,43,84,0.5,0.5,0.5,5.953243334287785
South of Market,37.77333864310618,-122.4117500541693,Private room,1,0,0.0,f,14,349,11,72,0.0,2.0,1.0,3.784189633918261
Outer Sunset,37.76138945277447,-122.4932349656723,Entire home/apt,4,82,4.99,t,11,306,54,81,0.25,0.25,0.5,5.627621113690637
Outer Richmond,37.77891394809125,-122.495418540132,Private room,3,6,4.83,f,17,273,6,33,0.3333333333333333,0.6666666666666666,0.3333333333333333,4.290459441148391
Inner Richmond,37.7774708,-122.4685569,Entire home/apt,8,4,4.75,t,0,23,58,80,0.5,0.4375,0.625,6.849066282633458
Downtown/Civic Center,37.7889904,-122.4127915,Entire home/apt,4,2,4.0,t,19,337,50,69,0.25,0.25,0.5,5.652489180268651
Downtown/Civic Center,37.77876,-122.42225,Entire home/apt,2,0,0.0,f,23,220,34,54,0.0,0.0,0.5,4.919980925828125
Bernal Heights,37.74703,-122.41887,Entire home/apt,2,20,4.9,f,6,72,60,74,0.5,0.75,0.5,5.247024072160486
Outer Richmond,37.77852,-122.48508,Private room,2,1,3.0,f,5,337,38,42,0.5,0.5,1.0,3.7612001156935624
Nob Hill,37.79455,-122.41029,Entire home/apt,5,13,4.69,t,0,314,43,73,0.4,0.3,0.6,5.0106352940962555
Excelsior,37.73056,-122.42917,Entire home/apt,4,79,4.89,t,13,242,41,81,0.25,0.25,0.5,4.574710978503383
Western Addition,37.7706666,-122.4299053,Private room,2,62,4.97,t,11,333,44,78,0.5,0.75,0.5,4.418840607796598
Russian Hill,37.80125,-122.41439,Entire home/apt,2,34,4.88,t,0,329,49,53,0.5,0.5,1.0,4.795790545596741
Downtown/Civic Center,37.7851394,-122.4097605,Private room,1,0,0.0,f,0,294,43,52,1.0,4.0,1.0,4.189654742026425
Marina,37.8009199,-122.4258129,Shared room,1,3,4.33,f,27,337,10,32,1.0,1.0,1.0,4.060443010546419
Glen Park,37.73841015039902,-122.42491940043718,Entire home/apt,2,18,5.0,t,6,321,50,68,0.5,0.5,0.5,5.493061443340548
Bayview,37.71651,-122.38939,Entire home/apt,7,3,5.0,f,12,23,61,56,0.42857142857142855,0.42857142857142855,0.42857142857142855,6.222576268071369
Outer Mission,37.72401,-122.44045,Private room,1,138,4.57,f,15,165,26,49,1.0,1.0,1.0,3.9889840465642745
